FileName,Fall_ADL,Fall_ADL2,Type_of_Movement,Description_of_movement,Age,Height,Weight,Gender,var_X,mean_X,std_X,max_X,min_X,range_X,var_Y,mean_Y,std_Y,max_Y,min_Y,range_Y,var_Z,mean_Z,std_Z,max_Z,min_Z,range_Z,var_N_XYZ,mean_N_XYZ,std_N_XYZ,max_N_XYZ,min_N_XYZ,range_N_XYZ,var_N_HOR,mean_N_HOR,std_N_HOR,max_N_HOR,min_N_HOR,range_N_HOR,var_N_VER,mean_N_VER,std_N_VER,max_N_VER,min_N_VER,range_N_VER,corr_XY,corr_XZ,corr_YZ,corr_NV,corr_NH,corr_HV
ADL_Aplausing\D10_U01_R01_accel.csv,D,D,ADL,Aplausing,22,176,56.3,M,48.320495959595966,2.947,6.951294552786263,18.4,-23.5,41.9,23.444428282828287,-7.095999999999999,4.841944679860385,9.8,-31.9,41.7,93.12363232323231,0.7980000000000002,9.650058669419183,35.1,-25.0,60.1,41.33175185094652,13.490591746382474,6.428977512089035,52.014901710952024,7.390534486760751,44.624367224191275,37.24986168795721,11.380467342289698,6.103266476892289,46.40366364846638,2.5019992006393608,43.90166444782702,38.38952035655708,10.55204600288534,6.1959277236388965,41.084546973284255,1.6278820596099708,39.45666491367428,0.4868134747972025,-0.5342466751492242,-0.39340375256237387,0.9018470503216235,0.8980106225579236,0.7335260744602687
ADL_Aplausing\D10_U01_R02_accel.csv,D,D,ADL,Aplausing,22,176,56.3,M,44.56613636363636,6.525000000000001,6.675787321630038,18.6,-21.2,39.8,16.480342424242423,-6.631,4.059598800896762,3.4,-23.5,26.9,120.78765555555556,-1.3889999999999998,10.990343741464848,39.2,-20.4,59.6,57.679641243162656,14.539190320278124,7.594711399596608,45.67362477404219,8.809653795694812,36.863970978347375,57.131491164114514,11.190827661416588,7.55853763396826,40.455407549547694,2.4738633753705965,37.981544174177095,58.0703830327817,12.276624975845198,7.620392577340206,44.56545747549328,2.2135943621178655,42.351863113375416,-0.05373181397177837,-0.8116949781856934,-0.024868767690713337,0.9500663861020859,0.968634909803249,0.8989672339095441
ADL_Aplausing\D10_U01_R03_accel.csv,D,D,ADL,Aplausing,22,176,56.3,M,56.736480808080806,5.722,7.532362232930703,16.8,-20.8,37.6,33.438488888888884,-7.263999999999999,5.782602259267784,14.2,-26.8,41.0,133.01019292929294,-3.5970000000000004,11.533004505734528,39.2,-36.4,75.6,47.21700212157372,16.512233885808488,6.871462880753539,46.91481642295961,8.254695633395576,38.66012078956403,59.79479367915508,13.087836118229646,7.732709336264688,46.8187996428785,2.1213203435596424,44.69747929931886,52.324572943539444,13.48063695772184,7.233572626547648,40.08989897717379,0.9486832980505138,39.14121567912328,0.2280023158900356,0.23149601328376104,-0.25889739522770283,0.8763943775216689,0.8968036563455318,0.6854733000535077
ADL_Aplausing\D10_U02_R01_accel.csv,D,D,ADL,Aplausing,22,178,56.0,M,3.6493777777777785,6.646,1.910334467515513,11.8,2.0,9.8,12.08212121212121,-1.09,3.475934581104945,6.6,-11.8,18.4,48.49708686868687,7.021999999999999,6.963984984811991,34.2,-0.9,35.1,32.88782202597128,11.211300379273068,5.734790495386147,34.97785013404912,3.352610922848042,31.625239211201077,45.95606489919956,8.060613856884132,6.7790902707663925,34.812210501489275,0.7,34.11221050148927,31.580745565907854,10.669482737684673,5.619674863006565,34.3685903115039,2.8284271247461903,31.54016318675771,0.0768110276100292,-0.21715279475660254,-0.4837664169885975,0.9924853698119613,0.9633976398058886,0.9510493462132984
ADL_Aplausing\D10_U02_R02_accel.csv,D,D,ADL,Aplausing,22,178,56.0,M,5.03959595959596,6.14,2.2449044433106637,11.3,1.9,9.4,13.715050505050504,0.99,3.703383656205566,8.1,-6.6,14.7,76.87518787878788,8.142000000000001,8.767849672456062,30.3,-3.4,33.7,46.05920996272813,12.411558408874336,6.7866935957598775,32.25972721521371,3.8999999999999995,28.35972721521371,57.284149662063705,10.012257079927428,7.56862931197345,30.46850833237492,1.16619037896906,29.30231795340586,51.547052359558,11.578247629241552,7.17962759198261,32.10062304691297,1.91049731745428,30.190125729458693,-0.2249409368824083,0.12078421931843394,-0.6051010247029344,0.9921654379707326,0.9734619621040342,0.9559531679589385
ADL_Aplausing\D10_U02_R03_accel.csv,D,D,ADL,Aplausing,22,178,56.0,M,6.202039393939394,5.7090000000000005,2.490389406084798,12.7,-4.0,16.7,5.740415151515152,-2.917,2.3959163490228854,8.2,-7.6,15.799999999999999,44.35436767676766,7.0760000000000005,6.6599074825982125,37.2,-3.1,40.300000000000004,25.788665174041494,11.017006012420024,5.078254146263408,37.495866438848964,3.2511536414017717,34.24471279744719,35.415880149075015,8.550484118014356,5.951124276057005,37.27103432962386,1.2206555615733703,36.050378768050486,26.606082523719362,10.313742206469865,5.15810842496737,37.42525885014024,3.1953090617340916,34.229949788406145,-0.27808024602590964,-0.5335770079886819,0.17077858888313496,0.9903815220550647,0.9499877938625946,0.9418752667092807
ADL_Aplausing\D10_U03_R01_accel.csv,D,D,ADL,Aplausing,20,173,69.5,M,41.656925252525255,4.862,6.454217632875828,24.1,-20.8,44.900000000000006,4.724670707070708,-6.776,2.1736307660388663,-0.1,-18.5,18.4,46.37985757575757,3.121000000000001,6.810275881031368,36.1,-8.6,44.7,25.813999610918618,12.065315594098259,5.080747938140468,39.97574264475896,8.271638289964086,31.70410435479487,24.863426010443632,9.035126354936095,4.986323897466312,38.75590277622236,2.4020824298928627,36.35382034632949,26.922000411864307,9.689340513794235,5.1886414803746375,37.406550228536176,3.5510561809129406,33.85549404762324,0.6055465506341436,-0.6975131855938523,-0.62409465473531,0.9749960518298003,0.7969918043547078,0.6926237699122251
ADL_Aplausing\D10_U03_R02_accel.csv,D,D,ADL,Aplausing,20,173,69.5,M,38.41323636363636,6.735999999999999,6.197841266411746,25.7,-17.5,43.2,6.3906626262626265,-6.837999999999999,2.5279759940044184,-0.7,-17.1,16.400000000000002,62.22996363636363,1.844,7.888597063886812,33.4,-11.0,44.4,28.559825407102792,13.161366678539439,5.344139351392588,41.403139977542764,8.337865434270332,33.06527454327243,28.810686156472094,9.464165082303492,5.3675586775061985,37.52292632511489,3.342154993413681,34.18077133170121,30.13701800138945,10.889221835311485,5.489719300783006,37.706895921038104,2.220360331117452,35.48653558992065,0.5279931797977582,-0.7033786755730541,-0.23326158527273097,0.9657737403151128,0.8021960351414051,0.6963634813629307
ADL_Aplausing\D10_U03_R03_accel.csv,D,D,ADL,Aplausing,20,173,69.5,M,62.106847474747475,6.860999999999999,7.880789774809849,29.1,-26.2,55.3,6.646944444444444,-6.585,2.5781668767642727,-0.8,-16.7,15.899999999999999,75.67221818181818,2.052,8.698977996398092,36.0,-12.7,48.7,51.817305592361464,13.650233238430841,7.19842382694722,46.49731175025068,7.313685801290619,39.183625948960064,40.735843877700276,9.420213084695947,6.382463778017097,38.41301862650214,3.3105890714493698,35.102429555052765,54.02520555189763,11.584487321570228,7.350184048845146,44.52459994205451,3.3541019662496847,41.17049797580482,0.39313742009723246,-0.8685237538164357,-0.40925197379117373,0.9816109809529936,0.8710375871986468,0.8163399453938407
ADL_Aplausing\D10_U04_R01_accel.csv,D,D,ADL,Aplausing,21,170,57.1,F,77.28749090909092,6.128000000000001,8.791330440217278,31.0,-22.4,53.4,83.80997474747475,-2.985,9.154778792929665,12.3,-34.2,46.5,159.36313535353534,1.4360000000000002,12.623911254184867,35.0,-24.9,59.9,70.54750555550389,17.202868060298876,8.399256250139288,45.5181282567726,5.90846849868898,39.609659758083616,64.05714256227726,13.722140097788884,8.003570613312364,45.51713962893538,2.483948469674844,43.03319115926054,55.4988755822275,14.79711840777098,7.449756746513774,35.00128569067142,4.525483399593905,30.475802291077517,0.3709095664905085,-0.11413556904971683,-0.1922548880491146,0.9266823614796386,0.9010002610797718,0.7662231858855991
